name,institution_type,impervious_surface
Caledonia,Power Plant,82
Riverside Generating LLC,Power Plant,92
Elwood Energy LLC,Power Plant,89
Arapahoe Combustion Turbine Project,Power Plant,84
Gibson City Energy Center LLC,Power Plant,94
Pinckneyville,Power Plant,98
Kinmundy,Power Plant,28
Corpus Christi Energy Center,Power Plant,92
Valmont Combustion Turbine Project,Power Plant,93
Lake Benton I,Power Plant,0
Afton Generating Station,Power Plant,90
ANP Bellingham Energy Project,Power Plant,82
ANP Blackstone Energy Project,Power Plant,88
Odessa-Ector Power Plant,Power Plant,59
Morris Cogeneration LLC,Power Plant,97
Los Medanos Energy Center,Power Plant,97
Hinds Energy Facility,Power Plant,94
Attala,Power Plant,99
Harry L. Oswald,Power Plant,100
Lincoln Generating Facility,Power Plant,96
Ennis Power Company LLC,Power Plant,93
Wheatland Generating Facility,Power Plant,96
Oneta Energy Center,Power Plant,99
Freestone Energy Center,Power Plant,98
Greenville Electric Generating Station,Power Plant,77
Montpelier Electric Generating Station,Power Plant,91
Jack County,Power Plant,96
Liberty Electric Power Plant,Power Plant,97
Marshall Energy Facility,Power Plant,60
Handsome Lake Energy LLC,Power Plant,94
Audrain Generating Station,Power Plant,92
Lee Energy Facility,Power Plant,98
Energy Shelby County,Power Plant,97
NRG Rockford I,Power Plant,93
Red Oak Power LLC,Power Plant,91
Hog Bayou Energy Center,Power Plant,89
Santa Rosa Energy Center,Power Plant,88
Doyle Energy Facility,Power Plant,93
"Darby Power, LLC",Power Plant,55
University Park South,Power Plant,90
Gleason Generating Facility,Power Plant,100
Crete Energy Venture LLC,Power Plant,91
Whiting Clean Energy,Power Plant,98
Bowling Green Generating Station,Power Plant,88
Galion Generating Station,Power Plant,89
Napoleon Peaking Station,Power Plant,99
Lake Benton II,Power Plant,49
Edward L. Addison Generating Plant,Power Plant,100
TVA Southaven Combined Cycle,Power Plant,94
Jackson Generating Station,Power Plant,96
Tenaska Lindsay Hill Generating Station,Power Plant,84
State Farm Support Center East,Power Plant,100
Ceredo Generating Station,Power Plant,84
Beaver Creek Gas Plant,Power Plant,79
Aurora,Power Plant,97
Arlington Valley Energy Facility,Power Plant,83
Front Range Power Plant,Power Plant,0
Big Sandy Peaker Plant,Power Plant,92
Wolf Hills Energy,Power Plant,0
Storm Lake II,Power Plant,0
Medway Hydro,Power Plant,0
Decatur Energy Center,Power Plant,66
Morgan Energy Center,Power Plant,74
Blythe Energy Inc,Power Plant,93
Calumet Energy Team LLC,Power Plant,95
New Covert Generating Facility,Power Plant,90
Fairless Energy Center,Power Plant,95
Channel Energy Center LLC,Power Plant,90
Baconton Power Plant,Power Plant,100
Gila River Power Block 4,Power Plant,96
Calvert City,Power Plant,44
Air Products Port Arthur,Power Plant,96
BASF Freeport Works,Power Plant,86
Ingleside Cogeneration,Power Plant,97
Fore River Generating Station,Power Plant,99
Indian River,Power Plant,89
Athens Regional Medical Center,Power Plant,79
Wise County Power LLC,Power Plant,0
Chuck Lenzie Generating Station,Power Plant,74
Baytown Energy Center,Power Plant,42
Hermiston Power Partnership,Power Plant,72
Washington County Power LLC,Power Plant,100
Delta Energy Center,Power Plant,95
Holland Energy Facility,Power Plant,83
Ironwood LLC,Power Plant,99
Phoenix Wind Power LLC,Power Plant,0
Dell Power Station,Power Plant,94
Woodstock Windfarm,Power Plant,0
Luna Energy Facility,Power Plant,95
Otay Mesa Generating Project,Power Plant,59
Armstrong,Power Plant,95
Troy Energy LLC,Power Plant,73
Pleasants Energy LLC,Power Plant,79
Dresden Energy Facility,Power Plant,83
Lakota Ridge LLC,Power Plant,34
Shaokatan Hills LLC,Power Plant,0
Jack Fusco Energy Center,Power Plant,42
Cottonwood Energy Project,Power Plant,100
Sugar Creek Power,Power Plant,90
Exelon LaPorte Generating Station,Power Plant,63
"Green Mountain Storage, LLC",Power Plant,0
Harquahala Generating Project,Power Plant,92
Astoria Energy,Power Plant,99
Gans,Power Plant,0
Union Power Station,Power Plant,0
Commonwealth Chesapeake,Power Plant,97
Thomas A Smith Energy Facility,Power Plant,81
Columbia Energy Center (SC),Power Plant,90
State Farm Insur Support Center Central,Power Plant,56
RockGen Energy Center,Power Plant,100
Zion Energy Center,Power Plant,98
Metcalf Energy Center,Power Plant,82
Crossroads Energy Center,Power Plant,68
Washington Energy Facility,Power Plant,97
Elk Hills Power LLC,Power Plant,93
Rolling Hills Generating,Power Plant,89
Renaissance Power Plant,Power Plant,99
Carville Energy LLC,Power Plant,93
Athens Generating Plant,Power Plant,83
Bobby C Smith Jr Energy Facility,Power Plant,99
Calhoun Energy Center,Power Plant,69
Hillabee Energy Center,Power Plant,96
Osprey Energy Center Power Plant,Power Plant,100
Shady Hills Generating Station,Power Plant,91
Vandolah Power Station,Power Plant,92
Raccoon Creek Energy Center,Power Plant,85
Hot Spring Generating Facility,Power Plant,100
Plaquemine Cogeneration Plant,Power Plant,93
Kentucky Mills,Power Plant,95
Bayou Cove Peaking Power,Power Plant,79
MRP Elgin LLC,Power Plant,92
Tenaska Virginia Generating Station,Power Plant,95
Central Alabama Generating Station,Power Plant,77
Columbia Energy Center,Power Plant,91
Magnolia Power Plant,Power Plant,98
Fountain Valley Power Facility,Power Plant,85
Red Hawk,Power Plant,95
McClain Energy Facility,Power Plant,100
Indeck Niles Energy Center,Power Plant,84
Redbud Power Plant,Power Plant,82
Deer Park Energy Center,Power Plant,87
Ouachita,Power Plant,92
Green Power 2,Power Plant,66
Neil Simpson Gas Turbine #2,Power Plant,65
Lange Generating Station,Power Plant,0
Wygen 1,Power Plant,98
Forney Energy Center,Power Plant,86
Mesquite Generating Station Block 2,Power Plant,91
Goldendale Generating Station,Power Plant,70
Washington Parish Energy Center,Power Plant,89
Goose Creek Energy Center,Power Plant,95
CalPeak Power Vaca Dixon Peaker Plant,Power Plant,81
Kiamichi Energy Facility,Power Plant,95
"Lawrenceburg Power, LLC",Power Plant,85
"Waterford Power, LLC",Power Plant,0
Limon Generating Station,Power Plant,68
Frank Knutson,Power Plant,100
CalPeak Power Panoche Peaker Plant,Power Plant,47
CalPeak Power Border Peaker Plant,Power Plant,52
Cuyamaca Peak Energy Plant,Power Plant,88
CalPeak Power Enterprise Peaker Plant,Power Plant,82
Apex Generating Station,Power Plant,65
Fayette Energy Facility,Power Plant,98
Wallingford Energy,Power Plant,62
High Desert Power Plant,Power Plant,0
Sundance,Power Plant,76
York Energy Center,Power Plant,97
MMSD South Shore Wastewater,Power Plant,0
Water Filter Plant #2,Power Plant,12
Escondido Energy Center,Power Plant,73
Chula Vista Energy Center,Power Plant,87
Indigo Energy Facility,Power Plant,85
Larkspur Energy Facility,Power Plant,97
Klamath Expansion Project,Power Plant,99
Hidalgo Energy Center,Power Plant,96
Security,Power Plant,0
Wilmington Hydrogen Plant,Power Plant,100
Combined Locks Energy Center,Power Plant,92
FPL Energy Vansycle LLC (WA),Power Plant,0
Tsar Nicholas LLC,Power Plant,6
Sun River LLC,Power Plant,40
Julia Hills LLC,Power Plant,21
Jessica Mills LLC,Power Plant,0
Jack River LLC,Power Plant,0
Autumn Hills LLC,Power Plant,33
Winters Spawn LLC,Power Plant,0
Twin Lake Hills LLC,Power Plant,0
Spartan Hills LLC,Power Plant,0
Soliloquoy Ridge LLC,Power Plant,61
Ruthton Ridge LLC,Power Plant,21
Hope Creek LLC,Power Plant,0
Hadley Ridge LLC,Power Plant,1
Florence Hills LLC,Power Plant,34
Agassiz Beach LLC,Power Plant,36
Llano Estacado Wind Ranch,Power Plant,0
King Mountain Wind Ranch 1,Power Plant,0
GRS Arbor Hills,Power Plant,95
GRS C&C,Power Plant,71
GRS CMS,Power Plant,98
Watchtower Educational Center,Power Plant,98
Perryville Power Station,Power Plant,97
West Valley Generation Project,Power Plant,90
Creed Energy Center,Power Plant,0
Lambie Energy Center,Power Plant,72
Goose Haven Energy Center,Power Plant,0
University Park North,Power Plant,85
Riverside Energy Center,Power Plant,75
Blue Spruce Energy Center,Power Plant,98
Plains End,Power Plant,90
Spring Creek Energy Center,Power Plant,97
Chambersburg,Power Plant,80
WFEC GenCo LLC,Power Plant,88
"Pastoria Energy Facility, LLC",Power Plant,85
Newington,Power Plant,85
Chehalis Generating Facility,Power Plant,0
Harrison County Power Project,Power Plant,77
Lower Mount Bethel Energy,Power Plant,84
Flambeau Crowley Rapids Project,Power Plant,54
Flambeau Lower Project,Power Plant,0
Higgins Generating Station,Power Plant,90
Bethlehem Power Plant,Power Plant,85
Quantum Choctaw Power LLC,Power Plant,66
Hanford Energy Park Peaker,Power Plant,94
Bayswater Peaking Facility LLC,Power Plant,98
Mint Farm Generating Station,Power Plant,100
Fremont Energy Center,Power Plant,99
Choctaw County,Power Plant,98
Nacogdoches Power,Power Plant,100
Allegheny Energy Units 3 4 & 5,Power Plant,83
Magnet Cove,Power Plant,100
Dean,Power Plant,91
Mountain View I & II,Power Plant,0
Bennett Mountain,Power Plant,92
Gray County Wind Energy,Power Plant,54
Hanging Rock Energy Facility,Power Plant,100
Buchanan Generation LLC,Power Plant,91
Condon Windpower LLC,Power Plant,0
Ridge Crest Wind Partners,Power Plant,51
Montfort Wind Energy Center,Power Plant,0
NWP Indian Mesa Wind Farm,Power Plant,61
Los Esteros Critical Energy Center,Power Plant,100
Hardin Generator Project,Power Plant,0
Sonoma Central Landfill Phase I,Power Plant,0
Sonoma Central Landfill Phase II,Power Plant,0
Model City Energy Facility,Power Plant,0
Green Knight Energy Center,Power Plant,89
Kiefer Landfill,Power Plant,13
Madison Windpower LLC,Power Plant,0
Noble Ridge LLC,Power Plant,50
Edgewood Energy LLC,Power Plant,65
Shoreham Energy LLC,Power Plant,97
Fenner Wind,Power Plant,71
Woodward Mountain II,Power Plant,0
Woodward Mountain I,Power Plant,0
Otsego Mill Power Plant,Power Plant,88
Marcus Hook Energy LP,Power Plant,98
Valencia Energy Facility,Power Plant,89
Somerset Windpower LLC,Power Plant,0
"Old Gold Energy Center, LLC",Power Plant,0
Mill Run Windpower LLC,Power Plant,0
Henrietta Peaker,Power Plant,0
Kas Brothers Windfarm,Power Plant,0
Gilroy Peaking Energy Center,Power Plant,73
King City Peaking,Power Plant,52
Yuba City Energy Center,Power Plant,81
Hawkeye Power Partners LLC,Power Plant,58
Frederickson Power LP,Power Plant,91
Curtis H Stanton Energy Center,Power Plant,91
MNDOT Standby Generation,Power Plant,91
Rocky Mountain Energy Center,Power Plant,99
Island Street Peaking Plant,Power Plant,91
Silverhawk,Power Plant,0
Feather River Energy Center,Power Plant,82
Valero Refinery Cogeneration Unit 1,Power Plant,77
Wolfskill Energy Center,Power Plant,76
Prairie State Generating Station,Power Plant,81
Oak Point Cogen,Power Plant,99
Quinebaug Lower Project,Power Plant,53
Stevens Point Mill,Power Plant,0
Basin Creek Plant,Power Plant,93
Klondike Wind Power,Power Plant,0
Wellhead Power Panoche,Power Plant,0
Sonoma Central Landfill Phase III,Power Plant,0
Sierra Pacific Aberdeen,Power Plant,75
Ridgeview,Power Plant,0
Jasper,Power Plant,99
McMinnville,Power Plant,86
Boulder City Silver Lake Hydro,Power Plant,1
Tracy Combined Cycle Power Plant,Power Plant,0
Century Generating Facility,Power Plant,36
Drews Generating Facility,Power Plant,64
NRG Rockford II Energy Center,Power Plant,84
NAEA Ocean Peaking Power LLC,Power Plant,91
Warren County,Power Plant,39
Elk Hills Cogen,Power Plant,78
Agua Mansa Power Plant,Power Plant,78
Pretlow,Power Plant,83
Downtown,Power Plant,81
Riverview Energy Center,Power Plant,76
Brown Station Road Plant II,Power Plant,31
Wansley Combined Cycle,Power Plant,92
Trent Wind Farm,Power Plant,0
Hawkeye Energy Greenport LLC,Power Plant,75
Cosumnes,Power Plant,88
Cass County,Power Plant,77
Hunterstown Power Plant,Power Plant,99
Bluffview,Power Plant,88
Salton Sea Power LLC - Unit 5,Power Plant,0
CE Turbo LLC,Power Plant,77
Palomar Energy,Power Plant,84
Mountaineer Wind Energy Center,Power Plant,0
FPL Energy Vansycle LLC (OR),Power Plant,0
Ashtabula,Power Plant,93
Brady,Power Plant,0
Desert Sky,Power Plant,0
Minot Wind Project,Power Plant,30
Alliant SBD0201 Ingredion,Power Plant,100
Orchard Park,Power Plant,84
Waymart Wind,Power Plant,0
Minwind,Power Plant,0
Mount Clinton,Power Plant,88
Pleasant Valley (VA),Power Plant,84
Hancock County Wind Energy Center,Power Plant,0
Cabazon Wind Partners,Power Plant,0
Whitewater Hill Wind Partners,Power Plant,1
Exira,Power Plant,88
Walton Bainbridge Power Facility,Power Plant,79
Grimes Way,Power Plant,87
AMEA Peaking,Power Plant,69
Waste Water Plant Generator,Power Plant,32
Traer East,Power Plant,0
Donald Von Raesfeld Power Plant,Power Plant,100
Fox Energy Center,Power Plant,94
Equus Freeport Power,Power Plant,80
Smithfield Packaged Meats Corp.,Power Plant,76
WWTP Power Generation Station,Power Plant,95
UMCP CHP Plant,Power Plant,93
H. Gonzales,Power Plant,100
Malburg,Power Plant,100
Magnolia Power Project,Power Plant,85
CPV Towantic Energy Center,Power Plant,55
Inner Harbor East Heating,Power Plant,83
THUMS,Power Plant,92
"Meyersdale Windpower, LLC",Power Plant,0
Casey City of,Power Plant,78
G McNeilus Wind Farm Dodge Center,Power Plant,47
"High Point, Fairfield",Power Plant,72
"Statesville, Highway 64",Power Plant,45
"Shelby, Toms Street",Power Plant,43
"Morganton, Parker Road",Power Plant,46
Lexington Health Center,Power Plant,61
Elm Road Generating Station,Power Plant,94
Berlin Landfill Gas,Power Plant,72
Diesel Generators,Power Plant,85
Alliant SBG 9802 Toyota,Power Plant,41
High Winds LLC,Power Plant,64
ABC Coke,Power Plant,100
Walnut Energy Center,Power Plant,97
SJ/SC WPCP,Power Plant,52
Blue Canyon Windpower,Power Plant,0
Blacksand Generating Facility,Power Plant,35
South Dakota Wind Energy Cente,Power Plant,0
TransAlta Wyoming Wind,Power Plant,0
Oklahoma Wind Energy Center,Power Plant,39
New Mexico Wind Energy Center,Power Plant,41
Hillsboro,Power Plant,75
FPL Energy North Dakota Wind I/II,Power Plant,0
St. Charles Power Plant,Power Plant,38
Currant Creek,Power Plant,100
Mankato Energy Center,Power Plant,65
Kimball Wind,Power Plant,5
T J Labbe Electric Generating,Power Plant,86
Brazos Wind Farm,Power Plant,0
Mountain View III,Power Plant,0
IMEA Highland,Power Plant,89
IMEA Flora,Power Plant,44
Flora Site A,Power Plant,53
Flora Site B,Power Plant,73
Middlesex County Utilities Authority,Power Plant,87
Lee County Landfill,Power Plant,91
Richland County Landfill,Power Plant,77
Springville Hydroelectric,Power Plant,45
Macon Energy Center,Power Plant,70
Thermal Kem,Power Plant,66
Valenite,Power Plant,47
Honea Path,Power Plant,38
Regional Wastewater Control Facility,Power Plant,97
Ripon Generation Station,Power Plant,90
Anderson Erickson,Power Plant,97
Neptune Gas Processing Plant,Power Plant,50
Jamaica Bay Peaking,Power Plant,99
Riverside Energy Resource Center,Power Plant,68
Springs Generating Station,Power Plant,50
Ft. Pierre,Power Plant,67
McIntosh Combined Cycle Facility,Power Plant,80
South Harper,Power Plant,100
Freeport Energy Center,Power Plant,98
"Mendota Hills, LLC",Power Plant,0
Ainsworth Wind,Power Plant,0
Kennecott Power Plant,Power Plant,100
Faribault Energy Park,Power Plant,75
Sheboygan Falls,Power Plant,100
Flying Cloud Power Partners LLC,Power Plant,31
Colorado Green Holdings LLC,Power Plant,0
Moraine Wind LLC,Power Plant,0
Nebo Power Station,Power Plant,85
Genoa Diesel Generating Station,Power Plant,0
Red Bluff,Power Plant,99
Chowchilla II,Power Plant,84
Pinelawn Power LLC,Power Plant,89
"Waterside Power, LLC",Power Plant,75
Central Michigan University,Power Plant,98
Georgia-Pacific Wauna Mill,Power Plant,71
Medford Operation,Power Plant,96
Dike City Power Plant,Power Plant,28
Combine Hills I,Power Plant,0
Zeltmann,Power Plant,86
TG Windfarm LLC,Power Plant,0
CG Windfarm LLC,Power Plant,0
Bisson Windfarm LLC,Power Plant,41
Tofteland Windfarm LLC,Power Plant,0
Westridge Windfarm LLC,Power Plant,0
Fey Windfarm LLC,Power Plant,40
Windcurrent Farms LLC,Power Plant,0
K-Brink Windfarm LLC,Power Plant,46
DL Windy Acres LLC,Power Plant,0
S&P Windfarm LLC,Power Plant,0
Boeve Windfarm LLC,Power Plant,0
B&K Energy Systems LLC,Power Plant,11
Sweetwater Wind 1 LLC,Power Plant,0
Sweetwater Wind 2 LLC,Power Plant,0
Allendorf,Power Plant,0
TS Power Plant,Power Plant,77
Aeolus Wind Facility,Power Plant,0
Bowling Green Wind,Power Plant,0
Port Westward,Power Plant,91
Prescott Airport,Power Plant,62
Cogeneration 1,Power Plant,88
Emory Hillandale Hospital,Power Plant,38
Miramar Energy Facility,Power Plant,79
EG178 Facility,Power Plant,94
Caithness Long Island Energy Center,Power Plant,90
Lake Side Power Plant,Power Plant,92
Groton Generation Station,Power Plant,89
Malaga Power LLC,Power Plant,53
Buffalo Gap Wind Farm,Power Plant,0
Cannon Falls Energy Center,Power Plant,90
Kindred School,Power Plant,87
State Auto Insurance,Power Plant,70
Stevens Community Medical Center,Power Plant,81
Shell Chemical,Power Plant,91
Anson County Generation Facility,Power Plant,97
Ontario LFGTE,Power Plant,0
Intrepid,Power Plant,6
Century,Power Plant,68
Millcreek Power Generation,Power Plant,73
Hopkins Ridge Wind,Power Plant,3
Empire Generating Co LLC,Power Plant,100
"High Point, Pump Station Rd",Power Plant,13
Lexington,Power Plant,76
"Gastonia, Tulip Drive",Power Plant,30
Albemarle Prime Power Park,Power Plant,0
IBM West,Power Plant,95
Callahan Divide Wind Energy Center,Power Plant,0
Diablo Winds LLC,Power Plant,2
Weatherford Wind Energy Center,Power Plant,0
Valley Queen Cheese,Power Plant,100
Helzel & Schwarzhoff 86,Power Plant,0
ZCO,Power Plant,0
Bavarian LFGTE,Power Plant,90
Green Valley LFGTE,Power Plant,76
Hardin County LFGTE,Power Plant,0
Hargis-Hebert Electric Generating,Power Plant,95
Salem Water Plant,Power Plant,66
Salem Street Dept,Power Plant,99
Maple Ridge Wind Farm,Power Plant,27
Horse Hollow Wind Energy Center,Power Plant,57
Hamlet Generating Facility,Power Plant,100
Caprock Wind Farm,Power Plant,0
Bayway Refinery,Power Plant,95
Kumeyaay Wind,Power Plant,7
Trimont Area Wind Farm,Power Plant,0
Crescent Ridge,Power Plant,21
Roseville Energy Park,Power Plant,50
Wind Park Bear Creek,Power Plant,0
Jersey-Atlantic Wind Farm,Power Plant,97
Wolverine Creek,Power Plant,0
Oasis Wind,Power Plant,0
Elk River Wind,Power Plant,65
