"facility_name","address","city","state","zip","county","lat","long","status","operator_name","mw","sizerank","community_pushback","mw_clean","local_gen_mw","pct_consumed","local_mw_capacity","pct_consumed_capped"
"Clarksville Data Center","Between E. Tallahachie St and Sunflower River","Clarksville","MS","38614","Coahoma",34.148582,-90.541466,"Proposed",NA,NA,"Unknown","Unknown",0,919154.100000005,0,1647.1,0
"Amazon Clinton Data Center","1001 Industrial Park Dr","Clinton","MS","39056","Hinds",32.34915,-90.36636,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Unknown",0,889195.000000004,0,2242.9,0
"Project Atlas",NA,"Madison","MS","39110","Madison",32.49415,-90.1675,"Proposed","Amazon","1,000+","Mega campus (>1,000 MW)","Unknown",1000,892218.600000004,76.0514107536695,1314.9,76.0514107536695
"Amazon Ridgeland","west of Highland Colony Pkwy","Ridgeland","MS","39157","Madison",32.41277,-90.190216,"Approved/Permitted/Under construction","Amazon","1000","Mega campus (>1,000 MW)","Unknown",1000,889727.600000004,116.877045348294,855.6,100
"xAI","2400 Stateline Rd","Southaven","MS",NA,"DeSoto",34.992947,-90.03358,"Proposed",NA,NA,"Medium (11-50 MW)","Yes",0,944317.700000005,0,5626.4,0
"Project Steamboat",NA,"Vicksburg","MS",NA,"Warren",32.256226,-90.9371,"Proposed","Amazon",NA,"Unknown","Unknown",0,876150.500000003,0,1914.6,0
"Quantica LLC Big Sky Campus","Buffalo Trail Rd","Broadview","MT","59015","Yellowstone",45.89389,-108.88078,"Proposed","Meta, Google, Amazon","1000","Mega campus (>1,000 MW)","Yes",1000,424817.299999999,230.467849734962,433.9,100
"Butte Data Center","155 W Granite St","Butte","MT","59701","Silver Bow",45.997078,-112.666306,"Proposed","Sabey Data Centers","50-250","Hyperscale (100-999 MW)","Yes",50,349493.9,26.5533722782793,188.3,26.5533722782793
"TAC Data Centers: Project Cardinal","North of Perimeter Rd","Great Falls","MT","59401","Cascade",47.52962,-111.179,"Proposed",NA,"500-600","Hyperscale (100-999 MW)","Unknown",500,321136.199999999,110.570544007077,452.2,100
"Krambu","9314 Bonner Mill Rd","Missoula","MT","59808","Missoula",46.872646,-113.86772,"Proposed",NA,"10","Small (0-10 MW)","Unknown",10,310439.799999999,NA,0,NA
"Quantica Data Center","Buffalo Trail Road and Hwy 3","Yellowstone County","MT","59015","Yellowstone",46.04485,-108.273,"Proposed",NA,"500-1,000","Mega campus (>1,000 MW)","Unknown",500,434029.299999999,120.423892100193,415.2,100
"DartPoints Data Center","100 Technology Dr, STE C","Asheville","NC","28803","Buncombe",35.48821,-82.5582,"Operating",NA,NA,"Unknown","Unknown",0,879553.800000007,0,5080.1,0
"CLT10 Data Center","113 N Myers St","Charlotte","NC","28202","Mecklenburg",35.2219,-80.8356,"Operating",NA,"2","Small (0-10 MW)","Unknown",2,839039.600000008,0.0137551581843191,14540,0.0137551581843191
"Digital Reality Charlotte Data Center","12899 Moores Chapel Road","Charlotte","NC","28214","Mecklenburg",35.255707,-80.99796,"Proposed",NA,"400","Hyperscale (100-999 MW)","Yes",400,841631.700000008,2.52122556774849,15865.3,2.52122556774849
"Project Agate/ Lyle Creek Data Center (Microsoft)","100 Northern Dr NW","Conover","NC","28613","Catawba",35.73274,-81.2088,"Approved/Permitted/Under construction","Microsoft",NA,"Unknown","Unknown",0,848164.800000007,0,15320.9,0
"Kingsboro Data Center Project","Kingsboro Business Park between Rocky Mount and Tarboro","Edgecombe County","NC","27801","Edgecombe",35.924713,-77.65831,"Proposed","Energy Storage Solutions","900","Hyperscale (100-999 MW)","Yes",900,705305.50000001,18.2622458504119,4928.2,18.2622458504119
"Facebook Forest City Data Center","480 Social Circle","Forest City","NC","28043","Rutherford",35.31632,-81.8251,"Operating",NA,NA,"Unknown","Unknown",0,862752.800000008,0,10019.8,0
"Fort Bragg Data Center",NA,"Fort Bragg","NC","28310","Cumberland and Harnett",35.155334,-79.022064,"Proposed",NA,NA,"Unknown","Unknown",0,741211.30000001,0,5068.39999999999,0
"DC Blox: High Point","~4156 Sheraton Ct","Greensboro","NC","27409","Guilford",36.05276,-79.9516,"Proposed",NA,"10","Small (0-10 MW)","Unknown",10,794665.600000009,0.156460243452139,6391.4,0.156460243452139
"Amazon Hamlet Data Center","1761 Airport Road","Hamlet","NC","28345","Richmond",34.82899,-79.72932,"Approved/Permitted/Under construction","Amazon",NA,"Hyperscale (100-999 MW)","Unknown",0,778832.200000008,0,5438.39999999999,0
"Natelli Investments Data Center","US-158 Business, between Pine Meadow Trail and Horseshoe Bend Rd","Henderson","NC","27537","Vance",36.30721,-78.47415,"Suspended",NA,NA,"Unknown","Yes",0,743129.30000001,0,7040.29999999999,0
"T5 Data Center","335 Countryside Rd","Kings Mountain","NC","28086","Cleveland",35.25142,-81.397,"Operating",NA,NA,"Unknown","Unknown",0,852039.100000007,0,13750.1,0
"Google Lenoir Data Center","708 Lynhaven Dr","Lenoir","NC","28645","Caldwell",35.89313,-81.5461,"Expanding","Google",NA,"Unknown","Unknown",0,856000.200000008,0,9043.5,0
"Enovum Data Center","805 Island Dr","Madison","NC","27025","Rockingham",36.40271,-79.9882,"Proposed",NA,"99-200","Hyperscale (100-999 MW)","Unknown",99,793464.700000009,2.25790265930758,4384.6,2.25790265930758
"Apple Maiden Data Center","5977 Startown Rd","Maiden","NC","28650","Catawba",35.58726,-81.2595,"Operating",NA,NA,"Unknown","Unknown",0,848627.000000007,0,14760.6,0
"Project Yoga/ Boyd Farms Data Center (Microsoft)","1400 Zeb Haynes Rd","Maiden","NC","28650","Catawba",35.58554,-81.2315,"Approved/Permitted/Under construction","Microsoft",NA,"Unknown","Unknown",0,848336.200000007,0,15430.6,0
"Project Accelerate","East John St","Matthews","NC","28105","Mecklenburg",35.10738,-80.71056,"Cancelled",NA,NA,"Unknown","Unknown",0,830627.400000008,0,14876.8,0
"Tract Data Center","Mooresville Technology Park, Patterson Farm Rd","Mooresville","NC","28115","Iredell",35.51575,-80.7532,"Cancelled",NA,NA,"Unknown","Yes",0,830420.000000008,0,13527.2,0
"Project Pine (Microsoft)","Tate Blvd","near Pringle","NC","28602","Catawba",35.71945,-81.2758,"Proposed","Microsoft",NA,"Unknown","Unknown",0,849423.700000007,0,14717.7,0
"Natelli Investments LLC ""New Hill Digital Campus""","Old US Hwy 1, adjacent to the Shearon Harris Nuclear Plant","New Hill","NC","27562","Wake",35.667305,-78.95606,"Cancelled",NA,"250","Hyperscale (100-999 MW)","Yes",250,745701.60000001,11.677331963193,2140.9,11.677331963193
"New Hill Digital Campus","4308 Shearon Harris Rd","New Hill","NC","27562","Wake",35.66446,-78.9558,"Proposed",NA,NA,"Unknown","Unknown",0,745678.00000001,0,2140.9,0
"Newton Data Center","Hickory Lincolnton Hwy","Newton","NC","28658","Catawba",35.60278,-81.3073,"Proposed","Microsoft",NA,"Unknown","Unknown",0,849716.800000007,0,14633.3,0
"Project Rockforge (Microsoft)","Stover Court","Newton","NC","28658","Catawba",35.62656,-81.3118,"Proposed","Microsoft",NA,"Unknown","Unknown",0,849290.700000008,0,14637,0
"American Tower Edge Data Center","6011 Chapel Hill Rd","Raleigh","NC","27607","Wake",35.78814,-78.7265,"Proposed",NA,"4","Small (0-10 MW)","Unknown",4,742666.30000001,0.0990344144590244,4039,0.0990344144590244
"Apple Reserch Triangle Park Data Center","along Little Drive","Research Triangle Park","NC","27519","Wake",35.850254,-78.87698,"Suspended","Apple",NA,"Hyperscale (100-999 MW)","Unknown",0,745207.90000001,0,5182.19999999999,0
"Person County Mega Site","Edwin Robertson Rd","Roxboro","NC","27574","Person",36.479218,-78.9898,"Proposed","Microsoft",NA,"Hyperscale (100-999 MW)","Unknown",0,753298.30000001,0,8237.6,0
"Drox Group Data Center","8084 Glade St","Rural Hall","NC",NA,"Forsyth",36.24073,-80.30469,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Yes",0,808308.200000008,0,6047.9,0
"Deep River Data AI Data Center","Near Lee/ Chatham County Line, south of Rt 421","Sanford","NC","27330","Lee",35.53914,-79.25537,"Proposed","Deep River Data",NA,"Unknown","Unknown",0,754995.60000001,0,2323.9,0
"Compass Data Center","Stamey Farm Rd","Statesville","NC","28677","Iredell",35.77436,-80.9749,"Approved/Permitted/Under construction",NA,NA,"Unknown","Yes",0,839530.900000007,0,10868.8,0
"Project Delta","North and south of Hwy 311","Walnut Cove","NC","27052","Stokes",36.324413,-80.09938,"Suspended","Engineered Land Solutions",NA,"Hyperscale (100-999 MW)","Yes",0,797985.700000009,0,6034.8,0
"Aurum Capital Ventures","E. Main Ave","Bismark","ND","58501","Burleigh",46.81102,-100.721,"Proposed",NA,NA,"Unknown","Unknown",0,467082.1,0,3974,0
"Applied Digital: Polaris Forge 1","9685 87th Ave SE","Ellendale","ND","58436","Dickey",46.01259,-98.5707,"Operating",NA,"400-1,000","Mega campus (>1,000 MW)","Unknown",400,532306.9,51.0204081632653,784,51.0204081632653
"Applied Digital: Polaris Forge 2","Cass County, outside Fargo","Harwood","ND","58102","Cass",46.97181,-96.8542,"Approved/Permitted/Under construction",NA,"280","Hyperscale (100-999 MW)","Unknown",280,492009.7,104.555638536221,267.8,100
"CoreWeave/ Applied Digital","2671 HWY 20 SE","Jamestown","ND","58401","Stutsman",47.02708,-98.6796,"Operating",NA,"100","Hyperscale (100-999 MW)","Unknown",100,468868.3,12.15953307393,822.4,12.15953307393
"Atlas Power","near 5000-5068 143rd Ave NW","Williston","ND","58801","Williams",48.1455,-103.77432,"Operating",NA,"240-700","Hyperscale (100-999 MW)","Yes",240,365274.199999999,22.5394440270473,1064.8,22.5394440270473
"Project Fighting Pike","56th Street NW and US Highway 2","Williston","ND","58801","Williams",48.221992,-103.62824,"Operating","Critical Data House","455","Hyperscale (100-999 MW)","Unknown",455,363307.999999999,42.7310293012772,1064.8,42.7310293012772
"TierPoint Omaha, NE – Bellevue Data Center","1001 Fort Crook Rd N","Bellevue","NE","68005","Sarpy",41.17724,-95.9248,"Operating",NA,NA,"Unknown","Unknown",0,797253.100000002,0,5013.5,0
"Sequitor Edge Data Center","TechoNE Crossing Technology Park","Kearney","NE","68847","Buffalo",40.726894,-99.042984,"Proposed",NA,NA,"Unknown","Unknown",0,756251.000000001,0,1130.3,0
"H5 Data Center","10917 Harry Watanabe Parkway","La Vista","NE","68128","Sarpy",41.180862,-96.08503,"Operating",NA,"17","Medium (11-50 MW)","Unknown",17,793530.800000002,0.331170981629751,5133.3,0.331170981629751
"Google Lincoln Data Center","Near intersection of I-80 and Hwy 77","Lincoln","NE","68528","Lancaster",40.82278,-96.7574,"Approved/Permitted/Under construction","Google",NA,"Unknown","Unknown",0,784837.900000002,0,2291.9,0
"Lincoln Data Centers","206 S 13th St Ste 605","Lincoln","NE","68508","Lancaster",40.81206,-96.7024,"Operating",NA,NA,"Unknown","Unknown",0,788462.200000002,0,2223.5,0
"Omaha Data Center","West of Hwy 133","Omaha","NE","68142","Douglas",41.344105,-96.09118,"Operating",NA,"198-474","Hyperscale (100-999 MW)","Unknown",198,791405.300000002,5.62356215740294,3520.9,5.62356215740294
"TierPoint Midlands Data Center","11425 S 84th St","Papillion","NE","68046","Sarpy",41.13467,-96.0391,"Operating",NA,NA,"Unknown","Unknown",0,795552.400000002,0,5277.9,0
"Meta Data Center","14734 Friend Plz","Springfield","NE","68059","Sarpy",41.11734,-96.1425,"Operating","Meta",NA,"Unknown","Unknown",0,790589.500000002,0,5127.9,0
"First Light Data Center","8 Commerce Dr","Bedford","NH","3110","Hillsborough",42.928246,-71.46393,"Operating",NA,NA,"Small (0-10 MW)","Unknown",0,480738.000000002,0,5689.5,0
"Comcast Data Center","92 W Main St","Clinton","NJ","08809","Hunterdon",40.63284,-74.9191,"Proposed",NA,NA,"Unknown","Unknown",0,627526.500000009,0,21118,0
"QTS","159 Princeton-Hightstown Rd","East Windsor","NJ","8520","Mercer",40.275524,-74.5491,"Operating",NA,"14","Medium (11-50 MW)","Yes",14,627361.600000009,0.0531085576853773,26361.1,0.0531085576853773
"Joint Base McGuire-Dix-Lakehurst","3021 McGuire Blvd","Fort Dix","NJ","08641","Burlington",40.01661,-74.608765,"Proposed",NA,NA,"Unknown","Unknown",0,627502.400000009,0,14954.9,0
"DataVerge","111 Town Square Place","Jersey City","NJ","7310","Hudson",40.726536,-74.03348,"Operating","DataVerge",NA,"Unknown","Unknown",0,589819.800000008,0,23261.4,0
"Tower Gate Project","Route 130 and Kinkora Rd","Mansfield Twp","NJ","8505","Burlington",40.118675,-74.751205,"Cancelled",NA,NA,"Unknown","Unknown",0,630435.700000009,0,20221.7,0
"Comcast Data Center","650 Centerton Rd","Moorestown","NJ","08057","Burlington",39.98939,-74.8896,"Proposed",NA,NA,"Unknown","Unknown",0,634951.500000009,0,17667,0
"New Brunswick Data Center","~100 Jersey Ave","New Brunswick","NJ","8901","Middlesex",40.48662,-74.45843,"Cancelled",NA,NA,"Unknown","Yes",0,619240.200000008,0,26649.2,0
"Newton Data Center","248 Stickles Pond Rd","Newton","NJ","7860","Sussex",41.02557,-74.758255,"Cancelled",NA,NA,"Unknown","Yes",0,602653.000000008,0,24172.5,0
"GI Partners Data Center","492 River Rd","Nutley","NJ","07110","Essex",40.82151,-74.1342,"Operating",NA,NA,"Unknown","Unknown",0,588058.700000008,0,23930.5,0
"Prism Capital Partners Data Center","Cathedral Ave & Kingsland St","Nutley","NJ","07110","Essex",40.8294,-74.1536,"Proposed",NA,NA,"Unknown","Unknown",0,589331.500000008,0,25635.1,0
"Nebius Data Center","Lincoln and Sheridan Aves","Vineland","NJ","08361","Cumberland",39.43012,-75.0131,"Approved/Permitted/Under construction",NA,"300-2,000","Mega campus (>1,000 MW)","Yes",300,641913.200000009,2.52748641476052,11869.5,2.52748641476052
"NJFX","1410 Wall Church Rd","Wall","NJ","7719","Monmouth",40.161446,-74.05334,"Operating",NA,"10","Small (0-10 MW)","Unknown",10,616670.100000008,0.0466002768056442,21459.1,0.0466002768056442
"bigbyte.cc Corp. Data Center","123 Central Ave NW","Albuquerque","NM","87102","Bernalillo",35.08452,-106.649,"Operating",NA,NA,"Unknown","Unknown",0,584219.799999998,0,1781.9,0
"Centersquare Albuquerque Data Center","400 Tijeras Ave NW","Albuquerque","NM","87102","Bernalillo",35.0862,-106.652,"Operating",NA,NA,"Unknown","Unknown",0,584219.799999998,0,1781.9,0
"H5 Data Center","505 Marquette Ave NW","Albuquerque","NM","87102","Bernalillo",35.08857,-106.652,"Operating",NA,NA,"Unknown","Unknown",0,584219.799999998,0,1781.9,0
"Hobbs Data Center","320 N Shipp St","Hobbs","NM","88240","Lea",32.70361,-103.137,"Operating",NA,NA,"Unknown","Unknown",0,614222.499999998,0,3342.4,0
"Aerospace Data Facility Southwest","12400 NASA Rd","Las Cruces","NM","88012","Doña Ana",32.49551,-106.614,"Operating",NA,NA,"Unknown","Unknown",0,525641.400000002,0,1739.4,0
"New Era Energy & Digital Data Center","Near powerlines and energy sources","Lea County","NM",NA,"Lea County",32.882626,-103.42699,"Proposed",NA,"7000","Mega campus (>1,000 MW)","Unknown",7000,616543.799999998,264.160911732518,2649.9,100
"Zenith Volts Data Center",NA,"Roswell","NM",NA,"Chaves",33.38971,-104.536,"Proposed",NA,"1240","Hyperscale (100-999 MW)","Unknown",1240,590912.699999998,659.223817118554,188.1,100
"Project Jupiter","adj to Pete V Domenici Hwy","Santa Teresa","NM","88008","Doña Ana County",31.81646,-106.678,"Approved/Permitted/Under construction","Oracle/ Open AI","700","Mega campus (>1,000 MW)","Yes",700,512078.500000002,32.3624595469256,2163,32.3624595469256
"Green Data Center","West of Socorro Peak, north of Hwy 60","Socorro","NM",NA,"Socorro",34.077454,-107.02448,"Proposed",NA,"2000","Mega campus (>1,000 MW)","Yes",2000,548468.700000002,979.431929480901,204.2,100
"Townsite Solar 2 LLC","West of US-95, south of I-11","Boulder City","NV","89005","Clark",35.94159,-114.913795,"Proposed","Townsite Solar 2 LLC","170","Hyperscale (100-999 MW)","Unknown",170,354681.9,1.18676132833497,14324.7,1.18676132833497
"Novva Data Center","6115 Nicco Way","Las Vegas","NV","89115","Clark",36.2705,-115.048,"Operating",NA,"100","Hyperscale (100-999 MW)","Unknown",100,352938.9,0.717133759788876,13944.4,0.717133759788876
"Novva Data Center (site 2)","I-15 (Apex Industrial Park, North Los Vegas)","Las Vegas","NV","89115","Clark",36.33975,-114.943,"Proposed",NA,NA,"Unknown","Unknown",0,356016.5,0,12711.7,0
"Switch Data Center","Apex Industrial Park, 10020 W Cheyenne Ave","Las Vegas","NV","89129","Clark",36.219105,-115.3135,"Proposed",NA,NA,"Unknown","Unknown",0,344308.8,0,14300.7,0
"Switch Las Vegas CORE campus","7135 S Decatur Blvd","Las Vegas","NV","89118","Clark",36.0603,-115.2119,"Operating","Switch","495","Hyperscale (100-999 MW)","Unknown",495,344854.6,3.42603230852286,14448.2,3.42603230852286
"Jet.AI","Curocee Rd","Moapa","NV","89025","Clark",36.688816,-114.62739,"Proposed",NA,"50","Medium (11-50 MW)","Unknown",50,362787.1,0.487490981416844,10256.6,0.487490981416844
"Centra","265 Keystone Ave","Reno","NV","89503","Washoe",39.525772,-119.82659,"Approved/Permitted/Under construction",NA,"12","Medium (11-50 MW)","Unknown",12,264675.399999999,0.636233497693654,1886.1,0.636233497693654
"Lumen Technologies mini Data Center","148 Gardner St","Reno","NV","89503","Washoe",39.52402,-119.827,"Operating",NA,"2","Small (0-10 MW)","Unknown",2,264675.399999999,0.106038916282276,1886.1,0.106038916282276
"Oppidan Data Center","9745 N Virginia St","Reno","NV","89507","Washoe",39.61418,-119.877,"Approved/Permitted/Under construction",NA,"8","Small (0-10 MW)","Unknown",8,264570.399999999,0.492156259612427,1625.5,0.492156259612427
"Webb Data Center","9805 N Virginia St","Reno","NV","89506","Washoe",39.61473,-119.879,"Approved/Permitted/Under construction",NA,"28","Medium (11-50 MW)","Unknown",28,264570.399999999,1.72254690864349,1625.5,1.72254690864349
"Tract Data Center","USA Parkway","Silver Springs","NV","89429","Storey County",39.47083,-119.40618,"Approved/Permitted/Under construction","Fleet","1200","Mega campus (>1,000 MW)","Unknown",1200,270170.7,68.1740711282809,1760.2,68.1740711282809
"Tract Data Center","off Alt-95","Silver Springs","NV","89429","Lyon County",39.42805,-119.232,"Proposed",NA,"1600","Mega campus (>1,000 MW)","Unknown",1600,272232.799999999,90.8987615043745,1760.2,90.8987615043745
"Apple Data Center","21905 Reno Technology Pkwy E","Sparks","NV","89434","Washoe",39.56298,-119.551,"Operating",NA,NA,"Unknown","Unknown",0,266530.299999999,0,1782.8,0
"NV11–NV14 Data Center Campus","100 Electric Ave","Sparks","NV","89437","Storey",39.55287,-119.474,"Proposed",NA,"224","Hyperscale (100-999 MW)","Unknown",224,267104.399999999,12.0107238605898,1865,12.0107238605898
"Tract Data Center","1995 Peru Dr","Sparks","NV","89434","Storey County",39.53511,-119.497,"Proposed",NA,"810","Hyperscale (100-999 MW)","Unknown",810,267063.499999999,45.4341485304016,1782.8,45.4341485304016
"STAMP Data Center","1249 Stamp Dr","Alabama","NY","14013","Genesee County",43.08677,-78.3978,"Proposed","Genesee County Economic Development Corporation (GCEDC)","500","Hyperscale (100-999 MW)","Yes",500,649587.10000001,11.1405717341414,4488.1,11.1405717341414
