system:index,impervious_surface,institution_type,name,.geo
000000000000000001f7_0,0,Power Plant,Claude Vandyke,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.85522870564526,42.730966006968735]}"
000000000000000001f8_0,0,Power Plant,Vestaburg,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.91417684174439,43.40169992289575]}"
000000000000000001f9_0,73,Power Plant,Syl Laskin,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.16178791645433,47.530523278277734]}"
000000000000000001fa_0,0,Power Plant,Blanchard,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.35936076114213,45.86126914509205]}"
000000000000000001fb_0,93,Power Plant,Clay Boswell,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.6526990240524,47.26103147119295]}"
000000000000000001fc_0,0,Power Plant,Fond Du Lac,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.29377763679418,46.66672140819643]}"
000000000000000001fd_0,0,Power Plant,Knife Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.44848204280778,46.72665128992043]}"
000000000000000001fe_0,0,Power Plant,Little Falls (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.36892666733729,45.97489602613628]}"
000000000000000001ff_0,93,Power Plant,M L Hibbard,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.15175411936761,46.73545148160262]}"
00000000000000000200_0,0,Power Plant,Pillager,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.48487669066138,46.315901997248396]}"
00000000000000000201_0,0,Power Plant,Scanlon,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.42165315035358,46.70914860138189]}"
00000000000000000202_0,0,Power Plant,Sylvan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.37749552902594,46.304927380898334]}"
00000000000000000203_0,0,Power Plant,Thomson,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.33313112746698,46.65504262050143]}"
00000000000000000204_0,0,Power Plant,Winton,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76393436508552,47.93433495813666]}"
00000000000000000205_0,87,Power Plant,Black Dog,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.25015995631377,44.810857627090265]}"
00000000000000000206_0,100,Power Plant,Hennepin Island,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.25419254914505,44.982433166217284]}"
00000000000000000207_0,81,Power Plant,High Bridge,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.11158301821052,44.93143506782543]}"
00000000000000000208_0,95,Power Plant,Inver Hills,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.04203852565102,44.78108085063638]}"
00000000000000000209_0,97,Power Plant,Allen S King,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.7786137992451,45.030127242755825]}"
0000000000000000020a_0,98,Power Plant,Monticello Nuclear Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.84915261550495,45.3337328939153]}"
0000000000000000020b_0,89,Power Plant,Prairie Island,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.63316601581701,44.622076377099674]}"
0000000000000000020c_0,76,Power Plant,Red Wing,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.5168535950372,44.569231863375194]}"
0000000000000000020d_0,96,Power Plant,Riverside (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.27513776256454,45.02034922198474]}"
0000000000000000020e_0,70,Power Plant,St James,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.615730595278,43.98802495555597]}"
0000000000000000020f_0,99,Power Plant,Wilmarth,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.00071835933738,44.196821994769735]}"
00000000000000000210_0,100,Power Plant,Hoot Lake,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.04311558919606,46.29075885276914]}"
00000000000000000211_0,78,Power Plant,Adrian,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.93278690202186,43.63702556357807]}"
00000000000000000212_0,75,Power Plant,Alexandria,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.3795570361642,45.889220563843296]}"
00000000000000000213_0,91,Power Plant,Benson City of,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.60267907063142,45.31441381777095]}"
00000000000000000214_0,87,Power Plant,Blooming Prairie,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.05057619760223,43.86609856153905]}"
00000000000000000215_0,93,Power Plant,Blue Earth,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.10184105713498,43.637374771227904]}"
00000000000000000216_0,96,Power Plant,Delano,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.79063024817289,45.04141486726411]}"
00000000000000000217_0,91,Power Plant,Detroit Lakes,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.84338292448423,46.81750599353136]}"
00000000000000000218_0,86,Power Plant,Fairfax,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.718982232354,44.52581147315124]}"
00000000000000000219_0,94,Power Plant,Fairmont (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.46476459960451,43.65795889683836]}"
0000000000000000021a_0,77,Power Plant,Glencoe,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.15838093579653,44.77090024276741]}"
0000000000000000021b_0,43,Power Plant,Grand Marais,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35730009299193,47.750356034435306]}"
0000000000000000021c_0,92,Power Plant,Granite Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.53459527743122,44.811588202322106]}"
0000000000000000021d_0,97,Power Plant,Hibbing,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.9349603564382,47.429438667888064]}"
0000000000000000021e_0,91,Power Plant,Hutchinson Plant #1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.36840377352071,44.89572192104056]}"
0000000000000000021f_0,92,Power Plant,Janesville,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.70741160995284,44.117254964037215]}"
00000000000000000220_0,98,Power Plant,Kenyon Municipal,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.98466073172253,44.27189826691252]}"
00000000000000000221_0,96,Power Plant,Lake Crystal,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.21959959536741,44.10680897620508]}"
00000000000000000222_0,42,Power Plant,Lanesboro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.97757061135418,43.71994020988405]}"
00000000000000000223_0,63,Power Plant,Litchfield,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.53530967685397,45.12818684608385]}"
00000000000000000224_0,77,Power Plant,Luverne,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.20206403627675,43.65436269238374]}"
00000000000000000225_0,95,Power Plant,Marshall (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.79216893136041,44.44670101245211]}"
00000000000000000226_0,88,Power Plant,Melrose,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.81541570829869,45.67502722653094]}"
00000000000000000227_0,97,Power Plant,Moose Lake,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.76043660390496,46.45398001774467]}"
00000000000000000228_0,69,Power Plant,Mora,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.29521200414369,45.87720705165961]}"
00000000000000000229_0,4,Power Plant,Mountain Lake,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.94340877936459,43.9404659004547]}"
0000000000000000022a_0,75,Power Plant,New Prague,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.5729762043136,44.54302786451207]}"
0000000000000000022b_0,85,Power Plant,New Ulm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.4581586521177,44.31597561490591]}"
0000000000000000022c_0,96,Power Plant,North Branch (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.97897672940427,45.51063375601361]}"
0000000000000000022d_0,85,Power Plant,Owatonna,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.2299168450114,44.083386484908075]}"
0000000000000000022e_0,59,Power Plant,Preston (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.08318674854515,43.66606714998883]}"
0000000000000000022f_0,73,Power Plant,Princeton (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.58711312511491,45.56957900433911]}"
00000000000000000230_0,0,Power Plant,Rochester Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.48011167814042,44.21290907739778]}"
00000000000000000231_0,78,Power Plant,Redwood Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.11790730599552,44.54304835719017]}"
00000000000000000232_0,81,Power Plant,Sleepy Eye,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.72516693487967,44.29807096448536]}"
00000000000000000233_0,97,Power Plant,Springfield (MN),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.97642542306717,44.23967498461111]}"
00000000000000000234_0,88,Power Plant,Spring Valley,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.38936889276054,43.68744371915766]}"
00000000000000000235_0,71,Power Plant,Thief River Falls,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.17933139962962,48.11433137996642]}"
00000000000000000236_0,79,Power Plant,Truman,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.43696164941585,43.82839978107602]}"
00000000000000000237_0,87,Power Plant,Wells IC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.72402799434174,43.744622917507506]}"
00000000000000000238_0,86,Power Plant,Westbrook,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.44295751403632,44.039816199016244]}"
00000000000000000239_0,94,Power Plant,Willmar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.05304515596212,45.12177081240375]}"
0000000000000000023a_0,98,Power Plant,Windom,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.11426558107294,43.86801731905696]}"
0000000000000000023b_0,56,Power Plant,Worthington,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.60906285040457,43.633506541657496]}"
0000000000000000023c_0,83,Power Plant,Cambridge CT Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.20795553465759,45.60090561089164]}"
0000000000000000023d_0,94,Power Plant,Elk River,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.55827804802234,45.29666234599288]}"
0000000000000000023e_0,81,Power Plant,Maple Lake,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.00966711909349,45.22907216322023]}"
0000000000000000023f_0,86,Power Plant,Chevron Oil,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.49201355136205,30.339893073645907]}"
00000000000000000240_0,0,Power Plant,Sweatt,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.74617546391248,32.29243801091881]}"
00000000000000000241_0,61,Power Plant,Jack Watson,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.02866702259179,30.439202894768748]}"
00000000000000000242_0,79,Power Plant,L L Wilkins,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56254092181202,34.18455250997166]}"
00000000000000000243_0,69,Power Plant,Yazoo,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42108463583034,32.84588961445915]}"
00000000000000000244_0,63,Power Plant,Benndale,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.80525078013277,30.888836549502347]}"
00000000000000000245_0,100,Power Plant,Moselle,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.30028257060715,31.52786370604299]}"
00000000000000000246_0,98,Power Plant,Hawthorn,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.47765725056338,39.13049112470136]}"
00000000000000000247_0,97,Power Plant,Northeast (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.56048150419228,39.12291118169815]}"
00000000000000000248_0,78,Power Plant,Fairgrounds,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.2205500458142,38.59349007899027]}"
00000000000000000249_0,73,Power Plant,Nevada,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.34430037870676,37.85027097820507]}"
0000000000000000024a_0,82,Power Plant,Ralph Green,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.27769820104257,38.78763166471335]}"
0000000000000000024b_0,98,Power Plant,Lake Road (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.87728012065944,39.72449846651691]}"
0000000000000000024c_0,43,Power Plant,Niangua,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.84758436280786,37.93838437196615]}"
0000000000000000024d_0,94,Power Plant,Labadie,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83772294747384,38.56212024413528]}"
0000000000000000024e_0,33,Power Plant,Osage Dam,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.6240338538665,38.204529434095406]}"
0000000000000000024f_0,98,Power Plant,Sioux,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29038017323317,38.91551515179125]}"
00000000000000000250_0,75,Power Plant,Taum Sauk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83470831044376,37.52085827699619]}"
00000000000000000251_0,76,Power Plant,Butler Municipal Power Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.34431592875173,38.264401091220606]}"
00000000000000000252_0,22,Power Plant,Carrollton,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.50168652650054,39.35141474188541]}"
00000000000000000253_0,71,Power Plant,Carthage,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.29955709401622,37.176575256552745]}"
00000000000000000254_0,72,Power Plant,Chillicothe,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.56411638004865,39.78351901493632]}"
00000000000000000255_0,80,Power Plant,Columbia (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.31667964108058,38.9646973281087]}"
00000000000000000256_0,69,Power Plant,Stockton Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.76892692877296,37.69359171476152]}"
00000000000000000257_0,81,Power Plant,Fayette,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.68005107701414,39.14047257659074]}"
00000000000000000258_0,69,Power Plant,Fulton (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.94781957155043,38.86799994603293]}"
00000000000000000259_0,70,Power Plant,Gallatin (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.95381565372948,39.91714543788852]}"
0000000000000000025a_0,86,Power Plant,Higginsville,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.71466042078724,39.073291689876555]}"
0000000000000000025b_0,93,Power Plant,Jackson Square,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.41153176991781,39.09459489263562]}"
0000000000000000025c_0,88,Power Plant,Station H,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.38044722087719,39.10677581876025]}"
0000000000000000025d_0,79,Power Plant,Station I,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.39312560643162,39.05607688192231]}"
0000000000000000025e_0,96,Power Plant,Jackson (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.66056242814146,37.38476180915501]}"
0000000000000000025f_0,81,Power Plant,Kahoka,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72061443964883,40.422445523467395]}"
00000000000000000260_0,74,Power Plant,Kennett,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.05195291826318,36.23376070334804]}"
00000000000000000261_0,86,Power Plant,La Plata,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.48972962099442,40.024354641118904]}"
00000000000000000262_0,36,Power Plant,Macon,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.46905534839762,39.73790944683817]}"
00000000000000000263_0,83,Power Plant,Malden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.96803069893814,36.55320025034113]}"
00000000000000000264_0,92,Power Plant,Marshall (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.20647920887394,39.1228862719888]}"
00000000000000000265_0,84,Power Plant,Memphis,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.18095509862788,40.45782116528424]}"
00000000000000000266_0,83,Power Plant,James River Power Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.26211233636123,37.10854058391642]}"
00000000000000000267_0,87,Power Plant,Unionville City of,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.00988266023593,40.47663493228808]}"
00000000000000000268_0,87,Power Plant,Table Rock,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.30851580647277,36.59688552350138]}"
00000000000000000269_0,97,Power Plant,New Madrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.56182857703715,36.51462044465836]}"
0000000000000000026a_0,73,Power Plant,Thomas Hill,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.63820166545615,39.5521023723638]}"
0000000000000000026b_0,0,Power Plant,Glendive GT,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.73984090695936,47.05394615212899]}"
0000000000000000026c_0,83,Power Plant,Miles City GT,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.79516473882973,46.411142680649284]}"
0000000000000000026d_0,0,Power Plant,Black Eagle,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.26162817884035,47.52131338395258]}"
0000000000000000026e_0,66,Power Plant,Cochrane,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.19487689678802,47.537519459681704]}"
0000000000000000026f_0,0,Power Plant,Hauser,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.88727015835198,46.76600258202067]}"
00000000000000000270_0,0,Power Plant,Holter,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.00449142516797,46.991398210966366]}"
00000000000000000271_0,0,Power Plant,Selis Ksanka Qlispe,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.23406265609013,47.6777542113767]}"
00000000000000000272_0,81,Power Plant,Morony,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.0608338286386,47.5817144572892]}"
